Gene,Transcrit
Acc24054,Acc24054.1
Acc24055,Acc24055.1
Acc24056,Acc24056.1
Acc24057,Acc24057.1
Acc24058,Acc24058.1
Acc24059,Acc24059.1
Acc24060,Acc24060.1
Acc24061,Acc24061.1
Acc24062,Acc24062.1
Acc24063,Acc24063.1
Acc24064,Acc24064.1
Acc24065,Acc24065.1
Acc24066,Acc24066.1
Acc24067,Acc24067.1
Acc24068,Acc24068.1
Acc24069,Acc24069.1
Acc24070,Acc24070.1
Acc24071,Acc24071.1
Acc24072,Acc24072.1
Acc24073,Acc24073.1
Acc24074,Acc24074.1
Acc24075,Acc24075.1
Acc24076,Acc24076.1
Acc24077,Acc24077.1
Acc24078,Acc24078.1
Acc24079,Acc24079.1
Acc24080,Acc24080.1
Acc24081,Acc24081.1
Acc24082,Acc24082.1
Acc24083,Acc24083.1
Acc24084,Acc24084.1
Acc24085,Acc24085.1
Acc24086,Acc24086.1
Acc24087,Acc24087.1
Acc24088,Acc24088.1
Acc24089,Acc24089.1
Acc24090,Acc24090.1
Acc24091,Acc24091.1
Acc24092,Acc24092.1
Acc24093,Acc24093.1
Acc24094,Acc24094.1
Acc24095,Acc24095.1
Acc24096,Acc24096.1
Acc24097,Acc24097.1
Acc24098,Acc24098.1
Acc24099,Acc24099.1
Acc24100,Acc24100.1
Acc24101,Acc24101.1
Acc24102,Acc24102.1
Acc24103,Acc24103.1
Acc24104,Acc24104.1
Acc24105,Acc24105.1
Acc24106,Acc24106.1
Acc24107,Acc24107.1
Acc24108,Acc24108.1
Acc24109,Acc24109.1
Acc24110,Acc24110.1
Acc24111,Acc24111.1
Acc24112,Acc24112.1
Acc24113,Acc24113.1
Acc24114,Acc24114.1
Acc24115,Acc24115.1
Acc24116,Acc24116.1
Acc24117,Acc24117.1
Acc24118,Acc24118.1
Acc24119,Acc24119.1
Acc24120,Acc24120.1
Acc24121,Acc24121.1
Acc24122,Acc24122.1
Acc24123,Acc24123.1
Acc24124,Acc24124.1
Acc24125,Acc24125.1
Acc24126,Acc24126.1
Acc24127,Acc24127.1
Acc24128,Acc24128.1
Acc24129,Acc24129.1
Acc24130,Acc24130.1
Acc24131,Acc24131.1
Acc24133,Acc24133.1
Acc24134,Acc24134.1
Acc24135,Acc24135.1
Acc24136,Acc24136.1
Acc24137,Acc24137.1
Acc24138,Acc24138.1
Acc24139,Acc24139.1
Acc24140,Acc24140.1
Acc24141,Acc24141.1
Acc24142,Acc24142.1
Acc24143,Acc24143.1
Acc24144,Acc24144.1
Acc24145,Acc24145.1
Acc24146,Acc24146.1
Acc24147,Acc24147.1
Acc24148,Acc24148.1
Acc24149,Acc24149.1
Acc24150,Acc24150.1
Acc24151,Acc24151.1
Acc24152,Acc24152.1
Acc24153,Acc24153.1
Acc24154,Acc24154.1
Acc24155,Acc24155.1
Acc24156,Acc24156.1
Acc24157,Acc24157.1
Acc24158,Acc24158.1
Acc24159,Acc24159.1
Acc24160,Acc24160.1
Acc24161,Acc24161.1
Acc24162,Acc24162.1
Acc24163,Acc24163.1
Acc24164,Acc24164.1
Acc24165,Acc24165.1
Acc24166,Acc24166.1
Acc24167,Acc24167.1
Acc24168,Acc24168.1
Acc24169,Acc24169.1
Acc24170,Acc24170.1
Acc24171,Acc24171.1
Acc24172,Acc24172.1
Acc24173,Acc24173.1
Acc24174,Acc24174.1
Acc24175,Acc24175.1
Acc24176,Acc24176.1
Acc24177,Acc24177.1
Acc24178,Acc24178.1
Acc24179,Acc24179.1
Acc24180,Acc24180.1
Acc24181,Acc24181.1
Acc24182,Acc24182.1
Acc24183,Acc24183.1
Acc24184,Acc24184.1
Acc24185,Acc24185.1
Acc24186,Acc24186.1
Acc24187,Acc24187.1
Acc24188,Acc24188.1
Acc24189,Acc24189.1
Acc24190,Acc24190.1
Acc24191,Acc24191.1
Acc24192,Acc24192.1
Acc24193,Acc24193.1
Acc24194,Acc24194.1
Acc24195,Acc24195.1
Acc24196,Acc24196.1
Acc24197,Acc24197.1
Acc24198,Acc24198.1
Acc24199,Acc24199.1
Acc24200,Acc24200.1
Acc24201,Acc24201.1
Acc24202,Acc24202.1
Acc24203,Acc24203.1
Acc24204,Acc24204.1
Acc24205,Acc24205.1
Acc24206,Acc24206.1
Acc24207,Acc24207.1
Acc24208,Acc24208.1
Acc24209,Acc24209.1
Acc24210,Acc24210.1
Acc24211,Acc24211.1
Acc24212,Acc24212.1
Acc24213,Acc24213.1
Acc24214,Acc24214.1
Acc24215,Acc24215.1
Acc24216,Acc24216.1
Acc24217,Acc24217.1
Acc24218,Acc24218.2
Acc24219,Acc24219.1
Acc24220,Acc24220.1
Acc24221,Acc24221.1
Acc24222,Acc24222.1
Acc24223,Acc24223.1
Acc24224,Acc24224.1
Acc24225,Acc24225.1
Acc24226,Acc24226.1
Acc24227,Acc24227.1
Acc24228,Acc24228.1
Acc24229,Acc24229.1
Acc24230,Acc24230.1
Acc24231,Acc24231.1
Acc24232,Acc24232.1
Acc24233,Acc24233.1
Acc24234,Acc24234.1
Acc24235,Acc24235.1
Acc24236,Acc24236.1
Acc24237,Acc24237.1
Acc24238,Acc24238.1
Acc24239,Acc24239.1
Acc24240,Acc24240.1
Acc24240,Acc24240.2
Acc24241,Acc24241.1
Acc24242,Acc24242.1
Acc24243,Acc24243.1
Acc24244,Acc24244.1
Acc24245,Acc24245.1
Acc24246,Acc24246.1
Acc24247,Acc24247.1
Acc24248,Acc24248.1
Acc24249,Acc24249.1
Acc24250,Acc24250.1
Acc24251,Acc24251.1
Acc24252,Acc24252.1
Acc24253,Acc24253.1
Acc24254,Acc24254.1
Acc24255,Acc24255.1
Acc24256,Acc24256.1
Acc24257,Acc24257.1
Acc24258,Acc24258.1
Acc24259,Acc24259.1
Acc24260,Acc24260.1
Acc24261,Acc24261.1
Acc24262,Acc24262.1
Acc24263,Acc24263.1
Acc24264,Acc24264.1
Acc24265,Acc24265.1
Acc24266,Acc24266.1
Acc24267,Acc24267.1
Acc24268,Acc24268.1
Acc24269,Acc24269.1
Acc24270,Acc24270.1
Acc24271,Acc24271.1
Acc24272,Acc24272.1
Acc24273,Acc24273.1
Acc24274,Acc24274.1
Acc24275,Acc24275.1
Acc24276,Acc24276.1
Acc24277,Acc24277.1
Acc24278,Acc24278.1
Acc24279,Acc24279.1
Acc24280,Acc24280.1
Acc24281,Acc24281.1
Acc24282,Acc24282.1
Acc24283,Acc24283.1
Acc24283,Acc24283.2
Acc24284,Acc24284.1
Acc24285,Acc24285.1
Acc24286,Acc24286.1
Acc24287,Acc24287.1
Acc24288,Acc24288.1
Acc24289,Acc24289.1
Acc24290,Acc24290.1
Acc24291,Acc24291.1
Acc24292,Acc24292.1
Acc24293,Acc24293.1
Acc24294,Acc24294.1
Acc24295,Acc24295.1
Acc24296,Acc24296.1
Acc24297,Acc24297.1
Acc24298,Acc24298.1
Acc24300,Acc24300.1
Acc24301,Acc24301.1
Acc24302,Acc24302.1
Acc24303,Acc24303.1
Acc24304,Acc24304.1
Acc24305,Acc24305.1
Acc24306,Acc24306.1
Acc24307,Acc24307.1
Acc24308,Acc24308.1
Acc24309,Acc24309.1
Acc24310,Acc24310.1
Acc24311,Acc24311.1
Acc24312,Acc24312.1
Acc24313,Acc24313.1
Acc24314,Acc24314.1
Acc24315,Acc24315.1
Acc24316,Acc24316.1
Acc24317,Acc24317.1
Acc24318,Acc24318.1
Acc24319,Acc24319.1
Acc24320,Acc24320.1
Acc24321,Acc24321.1
Acc24322,Acc24322.1
Acc24323,Acc24323.1
Acc24324,Acc24324.1
Acc24325,Acc24325.1
Acc24326,Acc24326.1
Acc24327,Acc24327.1
Acc24328,Acc24328.1
Acc24329,Acc24329.1
Acc24330,Acc24330.1
Acc24331,Acc24331.1
Acc24332,Acc24332.1
Acc24333,Acc24333.1
Acc24334,Acc24334.1
Acc24335,Acc24335.1
Acc24336,Acc24336.1
Acc24337,Acc24337.1
Acc24338,Acc24338.1
Acc24339,Acc24339.1
Acc24340,Acc24340.1
Acc24341,Acc24341.1
Acc24342,Acc24342.1
Acc24343,Acc24343.1
Acc24344,Acc24344.1
Acc24345,Acc24345.1
Acc24346,Acc24346.1
Acc24347,Acc24347.1
Acc24348,Acc24348.1
Acc24349,Acc24349.1
Acc24350,Acc24350.1
Acc24351,Acc24351.1
Acc24352,Acc24352.1
Acc24353,Acc24353.1
Acc24354,Acc24354.1
Acc24355,Acc24355.1
Acc24356,Acc24356.1
Acc24357,Acc24357.1
Acc24358,Acc24358.1
Acc24359,Acc24359.1
Acc24360,Acc24360.1
Acc24361,Acc24361.1
Acc24362,Acc24362.1
Acc24363,Acc24363.1
Acc24364,Acc24364.1
Acc24365,Acc24365.1
Acc24366,Acc24366.1
Acc24367,Acc24367.1
Acc24368,Acc24368.1
Acc24369,Acc24369.1
Acc24370,Acc24370.1
Acc24371,Acc24371.1
Acc24372,Acc24372.1
Acc24373,Acc24373.1
Acc24374,Acc24374.1
Acc24375,Acc24375.1
Acc24377,Acc24377.1
Acc24378,Acc24378.1
Acc24379,Acc24379.1
Acc24380,Acc24380.1
Acc24381,Acc24381.1
Acc24382,Acc24382.1
Acc24383,Acc24383.1
Acc24384,Acc24384.1
Acc24385,Acc24385.1
Acc24386,Acc24386.1
Acc24387,Acc24387.1
Acc24388,Acc24388.1
Acc24389,Acc24389.1
Acc24390,Acc24390.1
Acc24391,Acc24391.1
Acc24392,Acc24392.1
Acc24393,Acc24393.1
Acc24394,Acc24394.1
Acc24395,Acc24395.1
Acc24396,Acc24396.1
Acc24397,Acc24397.1
Acc24399,Acc24399.1
Acc24400,Acc24400.1
Acc24401,Acc24401.1
Acc24402,Acc24402.1
Acc24403,Acc24403.1
Acc24404,Acc24404.1
Acc24405,Acc24405.1
Acc24406,Acc24406.1
Acc24407,Acc24407.1
Acc24408,Acc24408.1
Acc24409,Acc24409.1
Acc24410,Acc24410.1
Acc24411,Acc24411.1
Acc24412,Acc24412.1
Acc24413,Acc24413.1
Acc24414,Acc24414.1
Acc24415,Acc24415.1
Acc24416,Acc24416.1
Acc24417,Acc24417.1
Acc24418,Acc24418.1
Acc24419,Acc24419.1
Acc24420,Acc24420.1
Acc24421,Acc24421.1
Acc24422,Acc24422.1
Acc24423,Acc24423.1
Acc24424,Acc24424.1
Acc24425,Acc24425.1
Acc24426,Acc24426.1
Acc24427,Acc24427.1
Acc24428,Acc24428.1
Acc24429,Acc24429.1
Acc24430,Acc24430.1
Acc24431,Acc24431.1
Acc24432,Acc24432.1
Acc24433,Acc24433.1
Acc24434,Acc24434.1
Acc24435,Acc24435.1
Acc24436,Acc24436.1
Acc24437,Acc24437.1
Acc24438,Acc24438.1
Acc24439,Acc24439.1
Acc24440,Acc24440.1
Acc24441,Acc24441.1
Acc24442,Acc24442.1
Acc24443,Acc24443.1
Acc24444,Acc24444.1
Acc24445,Acc24445.1
Acc24446,Acc24446.1
Acc24447,Acc24447.1
Acc24448,Acc24448.1
Acc24449,Acc24449.1
Acc24450,Acc24450.1
Acc24451,Acc24451.1
Acc24452,Acc24452.1
Acc24453,Acc24453.1
Acc24454,Acc24454.1
Acc24455,Acc24455.1
Acc24456,Acc24456.1
Acc24457,Acc24457.1
Acc24458,Acc24458.1
Acc24459,Acc24459.1
Acc24460,Acc24460.1
Acc24461,Acc24461.1
Acc24462,Acc24462.1
Acc24463,Acc24463.1
Acc24464,Acc24464.1
Acc24465,Acc24465.1
Acc24466,Acc24466.1
Acc24467,Acc24467.1
Acc24468,Acc24468.1
Acc24469,Acc24469.1
Acc24470,Acc24470.1
Acc24470,Acc24470.2
Acc24471,Acc24471.1
Acc24472,Acc24472.1
Acc24474,Acc24474.1
Acc24475,Acc24475.1
Acc24476,Acc24476.1
Acc24477,Acc24477.1
Acc24478,Acc24478.1
Acc24479,Acc24479.1
Acc24480,Acc24480.1
Acc24481,Acc24481.1
Acc24482,Acc24482.1
Acc24483,Acc24483.1
Acc24484,Acc24484.1
Acc24485,Acc24485.1
Acc24486,Acc24486.1
Acc24487,Acc24487.1
Acc24488,Acc24488.1
Acc24490,Acc24490.1
Acc24491,Acc24491.1
Acc24492,Acc24492.1
Acc24493,Acc24493.1
Acc24495,Acc24495.1
Acc24496,Acc24496.1
Acc24497,Acc24497.1
Acc24498,Acc24498.1
Acc24499,Acc24499.1
Acc24500,Acc24500.1
Acc24501,Acc24501.1
Acc24502,Acc24502.1
Acc24503,Acc24503.1
Acc24504,Acc24504.1
Acc24505,Acc24505.1
Acc24506,Acc24506.1
Acc24507,Acc24507.1
Acc24508,Acc24508.1
Acc24509,Acc24509.1
Acc24510,Acc24510.1
Acc24511,Acc24511.1
Acc24512,Acc24512.1
Acc24513,Acc24513.1
Acc24514,Acc24514.1
Acc24515,Acc24515.1
Acc24516,Acc24516.1
Acc24517,Acc24517.1
Acc24518,Acc24518.1
Acc24519,Acc24519.1
Acc24520,Acc24520.1
Acc24522,Acc24522.1
Acc24523,Acc24523.1
Acc24524,Acc24524.1
Acc24525,Acc24525.1
Acc24526,Acc24526.1
Acc24527,Acc24527.1
Acc24528,Acc24528.1
Acc24529,Acc24529.1
Acc24530,Acc24530.1
Acc24531,Acc24531.1
Acc24532,Acc24532.1
Acc24533,Acc24533.1
Acc24534,Acc24534.1
Acc24535,Acc24535.1
Acc24536,Acc24536.1
Acc24538,Acc24538.1
Acc24539,Acc24539.1
Acc24540,Acc24540.1
Acc24542,Acc24542.1
Acc24543,Acc24543.1
Acc24544,Acc24544.1
Acc24545,Acc24545.1
Acc24546,Acc24546.1
Acc24547,Acc24547.1
Acc24548,Acc24548.1
Acc24549,Acc24549.1
Acc24550,Acc24550.1
Acc24551,Acc24551.1
Acc24552,Acc24552.1
Acc24553,Acc24553.1
Acc24554,Acc24554.1
Acc24555,Acc24555.1
Acc24556,Acc24556.1
Acc24557,Acc24557.1
Acc24558,Acc24558.1
Acc24559,Acc24559.1
Acc24560,Acc24560.1
Acc24561,Acc24561.1
Acc24562,Acc24562.1
Acc24563,Acc24563.1
Acc24564,Acc24564.1
Acc24565,Acc24565.1
Acc24566,Acc24566.1
Acc24567,Acc24567.1
Acc24568,Acc24568.1
Acc24569,Acc24569.1
Acc24570,Acc24570.1
Acc24572,Acc24572.1
Acc24573,Acc24573.1
Acc24574,Acc24574.1
Acc24575,Acc24575.1
Acc24576,Acc24576.1
Acc24577,Acc24577.1
Acc24578,Acc24578.1
Acc24579,Acc24579.1
Acc24580,Acc24580.1
Acc24581,Acc24581.1
Acc24582,Acc24582.1
Acc24583,Acc24583.1
Acc24584,Acc24584.1
Acc24585,Acc24585.1
Acc24586,Acc24586.1
Acc24587,Acc24587.1
Acc24588,Acc24588.1
Acc24589,Acc24589.1
Acc24590,Acc24590.1
Acc24591,Acc24591.1
Acc24592,Acc24592.1
Acc24593,Acc24593.1
Acc24594,Acc24594.1
Acc24595,Acc24595.1
Acc24596,Acc24596.1
Acc24597,Acc24597.1
Acc24598,Acc24598.1
Acc24599,Acc24599.1
Acc24600,Acc24600.1
Acc24601,Acc24601.1
Acc24603,Acc24603.1
Acc24604,Acc24604.1
Acc24605,Acc24605.1
Acc24606,Acc24606.1
Acc24607,Acc24607.1
Acc24608,Acc24608.1
Acc24609,Acc24609.1
Acc24610,Acc24610.1
Acc24611,Acc24611.1
Acc24613,Acc24613.1
Acc24614,Acc24614.1
Acc24615,Acc24615.1
Acc24616,Acc24616.1
Acc24617,Acc24617.1
Acc24619,Acc24619.1
Acc24620,Acc24620.1
Acc24621,Acc24621.1
Acc24622,Acc24622.1
Acc24623,Acc24623.1
Acc24624,Acc24624.1
Acc24625,Acc24625.1
Acc24626,Acc24626.1
Acc24627,Acc24627.1
Acc24628,Acc24628.1
Acc24629,Acc24629.1
Acc24630,Acc24630.1
Acc24631,Acc24631.1
Acc24632,Acc24632.1
Acc24633,Acc24633.1
Acc24634,Acc24634.1
Acc24635,Acc24635.1
Acc24636,Acc24636.1
Acc24637,Acc24637.1
Acc24638,Acc24638.1
Acc24639,Acc24639.1
Acc24640,Acc24640.1
Acc24641,Acc24641.1
Acc24642,Acc24642.1
Acc24643,Acc24643.1
Acc24644,Acc24644.1
Acc24645,Acc24645.1
Acc24646,Acc24646.1
Acc24647,Acc24647.1
Acc24648,Acc24648.1
Acc24649,Acc24649.1
Acc24650,Acc24650.1
Acc24651,Acc24651.1
Acc24652,Acc24652.1
Acc24653,Acc24653.1
Acc24654,Acc24654.1
Acc24655,Acc24655.1
Acc24656,Acc24656.1
Acc24657,Acc24657.1
Acc24658,Acc24658.1
Acc24659,Acc24659.1
Acc24660,Acc24660.1
Acc24661,Acc24661.1
Acc24662,Acc24662.1
Acc24663,Acc24663.1
Acc24664,Acc24664.1
Acc24665,Acc24665.1
Acc24666,Acc24666.1
Acc24667,Acc24667.1
Acc24668,Acc24668.1
Acc24669,Acc24669.1
Acc24670,Acc24670.1
Acc24671,Acc24671.1
Acc24672,Acc24672.1
Acc24673,Acc24673.1
Acc24674,Acc24674.1
Acc24675,Acc24675.1
Acc24676,Acc24676.1
Acc24677,Acc24677.1
Acc24678,Acc24678.1
Acc24679,Acc24679.1
Acc24680,Acc24680.1
Acc24681,Acc24681.1
Acc24682,Acc24682.1
Acc24684,Acc24684.2
Acc24685,Acc24685.1
Acc24686,Acc24686.1
Acc24687,Acc24687.1
Acc24688,Acc24688.1
Acc24689,Acc24689.1
Acc24690,Acc24690.1
Acc24691,Acc24691.1
Acc24692,Acc24692.1
Acc24693,Acc24693.1
Acc24694,Acc24694.1
Acc24695,Acc24695.1
Acc24696,Acc24696.1
Acc24697,Acc24697.1
Acc24698,Acc24698.1
Acc24699,Acc24699.1
Acc24700,Acc24700.1
Acc24701,Acc24701.1
Acc24702,Acc24702.1
Acc24703,Acc24703.1
Acc24704,Acc24704.1
Acc24705,Acc24705.1
Acc24706,Acc24706.1
Acc24708,Acc24708.1
Acc24709,Acc24709.1
Acc24710,Acc24710.1
Acc24711,Acc24711.1
Acc24712,Acc24712.1
Acc24714,Acc24714.1
Acc24715,Acc24715.1
Acc24716,Acc24716.1
Acc24718,Acc24718.1
Acc24719,Acc24719.1
Acc24720,Acc24720.1
Acc24721,Acc24721.1
Acc24722,Acc24722.1
Acc24723,Acc24723.1
Acc24724,Acc24724.1
Acc24725,Acc24725.1
Acc24726,Acc24726.1
Acc24728,Acc24728.1
Acc24730,Acc24730.1
Acc24731,Acc24731.1
Acc24732,Acc24732.1
Acc24733,Acc24733.1
Acc24734,Acc24734.1
Acc24735,Acc24735.1
Acc24736,Acc24736.1
Acc24738,Acc24738.1
Acc24739,Acc24739.1
Acc24740,Acc24740.1
Acc24741,Acc24741.1
Acc24742,Acc24742.1
Acc24743,Acc24743.1
Acc24744,Acc24744.1
Acc24745,Acc24745.1
Acc24746,Acc24746.1
Acc24747,Acc24747.1
Acc24748,Acc24748.1
Acc24749,Acc24749.1
Acc24751,Acc24751.1
Acc24752,Acc24752.1
Acc24753,Acc24753.1
Acc24754,Acc24754.1
Acc24754,Acc24754.2
Acc24755,Acc24755.1
Acc24756,Acc24756.1
Acc24757,Acc24757.1
Acc24758,Acc24758.1
Acc24759,Acc24759.1
Acc24760,Acc24760.1
Acc24761,Acc24761.1
Acc24762,Acc24762.1
Acc24763,Acc24763.1
Acc24764,Acc24764.1
Acc24765,Acc24765.1
Acc24766,Acc24766.1
Acc24767,Acc24767.1
Acc24768,Acc24768.1
Acc24769,Acc24769.1
Acc24770,Acc24770.1
Acc24771,Acc24771.1
Acc24772,Acc24772.1
Acc24773,Acc24773.1
Acc24774,Acc24774.1
Acc24775,Acc24775.1
Acc24776,Acc24776.1
Acc24777,Acc24777.1
Acc24778,Acc24778.1
Acc24779,Acc24779.1
Acc24780,Acc24780.1
Acc24781,Acc24781.1
Acc24782,Acc24782.1
Acc24783,Acc24783.1
Acc24784,Acc24784.1
Acc24785,Acc24785.1
Acc24786,Acc24786.1
Acc24787,Acc24787.1
Acc24788,Acc24788.1
Acc24789,Acc24789.1
Acc24790,Acc24790.1
Acc24791,Acc24791.1
Acc24792,Acc24792.1
Acc24793,Acc24793.1
Acc24794,Acc24794.1
Acc24795,Acc24795.1
Acc24796,Acc24796.1
Acc24797,Acc24797.1
Acc24798,Acc24798.1
Acc24799,Acc24799.1
Acc24800,Acc24800.1
Acc24801,Acc24801.1
Acc24803,Acc24803.1
Acc24804,Acc24804.1
Acc24805,Acc24805.1
Acc24806,Acc24806.1
Acc24807,Acc24807.1
Acc24808,Acc24808.1
Acc24809,Acc24809.1
Acc24811,Acc24811.1
Acc24812,Acc24812.1
Acc24813,Acc24813.1
Acc24814,Acc24814.1
Acc24815,Acc24815.1
Acc24816,Acc24816.1
Acc24817,Acc24817.1
Acc24818,Acc24818.1
Acc24820,Acc24820.1
Acc24821,Acc24821.1
Acc24822,Acc24822.1
Acc24823,Acc24823.1
Acc24824,Acc24824.1
Acc24825,Acc24825.1
Acc24826,Acc24826.1
Acc24827,Acc24827.1
Acc24828,Acc24828.1
Acc24829,Acc24829.1
Acc24830,Acc24830.1
Acc24832,Acc24832.1
Acc24833,Acc24833.1
Acc24834,Acc24834.1
Acc24835,Acc24835.1
Acc24836,Acc24836.1
Acc24837,Acc24837.1
Acc24838,Acc24838.1
Acc24839,Acc24839.1
Acc24840,Acc24840.1
Acc24841,Acc24841.1
Acc24842,Acc24842.1
Acc24843,Acc24843.1
Acc24844,Acc24844.1
Acc24845,Acc24845.1
Acc24846,Acc24846.1
Acc24847,Acc24847.1
Acc24848,Acc24848.1
Acc24849,Acc24849.1
Acc24850,Acc24850.1
Acc24851,Acc24851.1
Acc24852,Acc24852.1
Acc24853,Acc24853.1
Acc24854,Acc24854.1
Acc24856,Acc24856.1
Acc24857,Acc24857.1
Acc24858,Acc24858.1
Acc24859,Acc24859.1
Acc24860,Acc24860.1
Acc24861,Acc24861.1
Acc24862,Acc24862.1
Acc24863,Acc24863.1
Acc24865,Acc24865.1
Acc24867,Acc24867.1
Acc24868,Acc24868.1
Acc24869,Acc24869.1
Acc24870,Acc24870.1
Acc24871,Acc24871.1
Acc24872,Acc24872.1
Acc24873,Acc24873.1
Acc24874,Acc24874.1
Acc24875,Acc24875.1
Acc24876,Acc24876.1
Acc24877,Acc24877.1
Acc24878,Acc24878.1
Acc24879,Acc24879.1
Acc24880,Acc24880.1
Acc24881,Acc24881.1
Acc24882,Acc24882.1
Acc24883,Acc24883.1
Acc24884,Acc24884.1
Acc24885,Acc24885.1
Acc24886,Acc24886.1
Acc24887,Acc24887.1
Acc24888,Acc24888.1
Acc24889,Acc24889.1
Acc24890,Acc24890.1
Acc24891,Acc24891.1
Acc24892,Acc24892.1
Acc24893,Acc24893.1
Acc24894,Acc24894.1
Acc24895,Acc24895.1
Acc24896,Acc24896.1
Acc24897,Acc24897.1
Acc24898,Acc24898.1
Acc24899,Acc24899.1
Acc24900,Acc24900.1
Acc24901,Acc24901.1
Acc24902,Acc24902.1
Acc24903,Acc24903.1
Acc24904,Acc24904.1
Acc24905,Acc24905.1
Acc24906,Acc24906.1
Acc24907,Acc24907.1
Acc24908,Acc24908.1
Acc24909,Acc24909.1
Acc24910,Acc24910.1
Acc24911,Acc24911.1
Acc24912,Acc24912.1
Acc24913,Acc24913.1
Acc24914,Acc24914.1
Acc24915,Acc24915.1
Acc24916,Acc24916.1
Acc24917,Acc24917.1
Acc24918,Acc24918.1
Acc24919,Acc24919.1
Acc24920,Acc24920.1
Acc24921,Acc24921.1
Acc24922,Acc24922.1
Acc24923,Acc24923.1
Acc24924,Acc24924.1
Acc24925,Acc24925.1
Acc24926,Acc24926.1
Acc24927,Acc24927.1
Acc24928,Acc24928.1
Acc24929,Acc24929.1
Acc24930,Acc24930.1
Acc24931,Acc24931.1
Acc24932,Acc24932.1
Acc24933,Acc24933.1
Acc24934,Acc24934.1
Acc24935,Acc24935.1
Acc24936,Acc24936.1
Acc24937,Acc24937.1
Acc24938,Acc24938.1
Acc24939,Acc24939.1
Acc24940,Acc24940.1
Acc24941,Acc24941.1
Acc24942,Acc24942.1
Acc24943,Acc24943.1
Acc24944,Acc24944.1
Acc24946,Acc24946.1
Acc24947,Acc24947.1
Acc24948,Acc24948.1
Acc24949,Acc24949.1
Acc24950,Acc24950.1
Acc24951,Acc24951.1
Acc24952,Acc24952.1
Acc24953,Acc24953.1
Acc24954,Acc24954.1
Acc24955,Acc24955.1
Acc24956,Acc24956.1
Acc24957,Acc24957.1
Acc24958,Acc24958.1
Acc24959,Acc24959.1
Acc24960,Acc24960.1
Acc24961,Acc24961.1
Acc24962,Acc24962.1
Acc24963,Acc24963.1
Acc24964,Acc24964.1
Acc24965,Acc24965.1
Acc24966,Acc24966.1
Acc24967,Acc24967.1
Acc24968,Acc24968.1
Acc24969,Acc24969.1
Acc24970,Acc24970.1
Acc24971,Acc24971.1
Acc24972,Acc24972.1
Acc24973,Acc24973.1
Acc24974,Acc24974.1
Acc24975,Acc24975.1
Acc24976,Acc24976.1
Acc24977,Acc24977.1
Acc24978,Acc24978.1
Acc24979,Acc24979.1
Acc24980,Acc24980.1
Acc24981,Acc24981.1
Acc24982,Acc24982.1
Acc24983,Acc24983.1
Acc24984,Acc24984.1
Acc24985,Acc24985.1
Acc24986,Acc24986.1
Acc24988,Acc24988.1
Acc24989,Acc24989.1
Acc24990,Acc24990.1
Acc24991,Acc24991.1
Acc24992,Acc24992.1
Acc24993,Acc24993.1
Acc24994,Acc24994.1
Acc24995,Acc24995.1
Acc24996,Acc24996.1
Acc24997,Acc24997.1
Acc24998,Acc24998.1
Acc24999,Acc24999.1
Acc25000,Acc25000.1
Acc25001,Acc25001.1
Acc25002,Acc25002.1
Acc25003,Acc25003.1
Acc25004,Acc25004.1
Acc25005,Acc25005.1
Acc25006,Acc25006.1
Acc25008,Acc25008.1
Acc25009,Acc25009.1
Acc25010,Acc25010.1
Acc25011,Acc25011.1
Acc25012,Acc25012.1
Acc25013,Acc25013.1
Acc25014,Acc25014.1
Acc25015,Acc25015.1
Acc25016,Acc25016.1
Acc25017,Acc25017.1
Acc25018,Acc25018.1
Acc25019,Acc25019.1
Acc25020,Acc25020.1
Acc25021,Acc25021.1
Acc25022,Acc25022.1
Acc25023,Acc25023.1
Acc25024,Acc25024.1
Acc25025,Acc25025.1
Acc25026,Acc25026.1
Acc25027,Acc25027.1
Acc25028,Acc25028.1
Acc25029,Acc25029.1
Acc25030,Acc25030.1
Acc25031,Acc25031.1
Acc25032,Acc25032.1
Acc25033,Acc25033.1
Acc25034,Acc25034.1
Acc25035,Acc25035.1
Acc25036,Acc25036.1
Acc25037,Acc25037.1
Acc25038,Acc25038.1
Acc25039,Acc25039.1
Acc25040,Acc25040.1
Acc25041,Acc25041.1
Acc25042,Acc25042.1
Acc25043,Acc25043.1
Acc25044,Acc25044.1
Acc25045,Acc25045.1
Acc25046,Acc25046.1
Acc25047,Acc25047.1
Acc25048,Acc25048.1
Acc25049,Acc25049.1
Acc25050,Acc25050.1
Acc25051,Acc25051.1
Acc25052,Acc25052.1
Acc25053,Acc25053.1
Acc25054,Acc25054.1
Acc25055,Acc25055.1
Acc25056,Acc25056.1
Acc25057,Acc25057.1
Acc25058,Acc25058.1
Acc25059,Acc25059.1
Acc25060,Acc25060.1
Acc25061,Acc25061.1
Acc25062,Acc25062.1
Acc25063,Acc25063.1
Acc25064,Acc25064.1
Acc25065,Acc25065.1
Acc25066,Acc25066.1
Acc25067,Acc25067.1
Acc25068,Acc25068.1
Acc25069,Acc25069.1
Acc25070,Acc25070.1
Acc25071,Acc25071.1
Acc25072,Acc25072.1
Acc25073,Acc25073.1
Acc25074,Acc25074.1
Acc25075,Acc25075.1
Acc25076,Acc25076.1
Acc25077,Acc25077.1
Acc25078,Acc25078.1
Acc25079,Acc25079.1
Acc25080,Acc25080.1
