	Photosynthesis	Cellular respiration	Carbohydrate metabolism	Amino acid metabolism	Lipid metabolism	Nucleotide metabolism	Coenzyme metabolism	Polyamine metabolism	Secondary metabolism	Redox homeostasis	Phytohormone action	Chromatin organisation	Cell cycle organisation	DNA damage response	RNA biosynthesis	RNA processing	Protein biosynthesis	Protein modification	Protein homeostasis	Cytoskeleton organisation	Cell wall organisation	Vesicle trafficking	Protein translocation	Solute transport	Nutrient uptake	External stimuli response	Multi-process regulation	not assigned	Enzyme classification
256	Acc05762.1	Acc32938.1	Acc25802.1	Acc09387.1	Acc26885.1		Acc30280.1				Acc09124.1	Acc16057.1	Acc04415.1		Acc31337.1	Acc27416.1	Acc25816.1	Acc09036.1	Acc12125.1	Acc23293.1	Acc27531.1	Acc04589.1	Acc05183.1	Acc29157.1		Acc20626.1	Acc22826.1	Acc01199.1	Acc02167.1
257	Acc30744.1	Acc18336.1	Acc08063.1	Acc19527.1	Acc19073.1		Acc13085.1				Acc10430.1	Acc17272.1	Acc12611.1		Acc18061.1	Acc04409.1	Acc27798.1	Acc10631.1	Acc12128.1	Acc26945.1	Acc27957.1	Acc07084.1	Acc33486.1	Acc29161.1		Acc21703.1	Acc25543.1	Acc01200.1	Acc02242.1
258	Acc11133.1	Acc07762.1	Acc11566.1	Acc11222.1	Acc26458.1		Acc23241.1				Acc12003.1	Acc15687.1	Acc13092.1		Acc02023.1	Acc27200.1	Acc03252.1	Acc15767.1	Acc16311.1	Acc28633.1	Acc27958.1	Acc10744.1	Acc20861.1	Acc29491.1		Acc25086.1	Acc33157.1	Acc01214.1	Acc02683.1
259	Acc28357.1	Acc16220.1	Acc12273.1	Acc30307.1	Acc12756.1		Acc00403.1				Acc19239.1	Acc20009.1	Acc17785.1		Acc05872.1	Acc02033.1	Acc03253.1	Acc15767.2	Acc17509.1	Acc29114.1	Acc27959.1	Acc23598.1	Acc25323.1	Acc30076.1		Acc26400.1	Acc06218.1	Acc01224.1	Acc02899.1
260	Acc00764.1	Acc07703.1	Acc15794.1	Acc32375.1	Acc13015.1		Acc08914.1				Acc20200.1	Acc16972.1	Acc22257.1		Acc03836.1	Acc08774.1	Acc20350.1	Acc19928.1	Acc21578.1	Acc29526.1	Acc28397.1	Acc21638.1	Acc15492.1	Acc30076.2		Acc33017.1	Acc08164.1	Acc01226.1	Acc02990.1
261	Acc10123.1	Acc09411.1	Acc19900.1	Acc16720.1	Acc17707.1		Acc19524.1				Acc20720.1	Acc08511.1	Acc22864.1		Acc27656.1	Acc24203.1	Acc04668.1	Acc27975.1	Acc23875.1	Acc13604.1	Acc29381.1	Acc26340.1	Acc24304.1	Acc30130.1		Acc22665.1	Acc05118.1	Acc01231.1	Acc03364.1
262	Acc28506.1	Acc16147.1	Acc07962.1	Acc21013.1	Acc23316.1		Acc22774.1				Acc21363.1	Acc11266.1	Acc23233.1		Acc31468.1	Acc16483.1	Acc16926.1	Acc09586.1	Acc24524.1	Acc14745.1	Acc29728.1	Acc22717.1	Acc00448.1	Acc30373.1		Acc00158.1	Acc12847.1	Acc01232.1	Acc03448.1
263	Acc01407.1	Acc12881.1	Acc10529.1	Acc06814.1	Acc11617.1		Acc31723.1				Acc22625.1	Acc24682.1	Acc26914.1		Acc31469.1	Acc31817.1	Acc23690.1	Acc12865.1	Acc27098.1	Acc16628.1	Acc29729.1	Acc11003.1	Acc06061.1	Acc31261.1		Acc14713.1	Acc17622.1	Acc01239.1	Acc03457.1
264	Acc02679.1	Acc17592.1	Acc07094.1	Acc06815.1	Acc12226.1		Acc18629.1				Acc25167.1	Acc27414.1	Acc33102.1		Acc28272.1	Acc09887.1	Acc00899.1	Acc13125.1	Acc27098.2	Acc21597.1	Acc31166.1	Acc05446.1	Acc06061.2	Acc31802.1		Acc16676.1	Acc28426.1	Acc01243.1	Acc03491.1
265	Acc12934.1	Acc22368.1	Acc10755.1	Acc07470.1	Acc16989.1		Acc05012.1				Acc28681.1	Acc29992.1	Acc01564.1		Acc05010.1	Acc07788.1	Acc09788.1	Acc17365.1	Acc27099.1	Acc25727.1	Acc31526.1	Acc08004.1	Acc31036.1	Acc32189.1		Acc31969.1	Acc31207.1	Acc01246.1	Acc03492.1
266	Acc23406.1	Acc27034.1	Acc14059.1	Acc07939.1	Acc33109.1		Acc15739.1				Acc13902.1	Acc20417.1	Acc17383.1		Acc05029.1	Acc08085.1	Acc15061.1	Acc17557.1	Acc27099.2	Acc26308.1	Acc31577.1	Acc09852.1	Acc08251.1	Acc32437.1		Acc12812.1	Acc28380.1	Acc01252.1	Acc03703.1
267	Acc16152.1	Acc30101.1	Acc28458.1	Acc13764.1	Acc15715.1		Acc19958.1				Acc18922.1	Acc29455.1	Acc00013.1		Acc24036.1	Acc09598.1	Acc26111.1	Acc17610.1	Acc04475.1	Acc31928.1	Acc33085.1	Acc13032.1	Acc08316.1	Acc32945.1		Acc12952.1	Acc31150.1	Acc01257.1	Acc03881.1
268	Acc20541.1	Acc32154.1	Acc32935.1	Acc02068.1	Acc16770.1		Acc24073.1				Acc19132.1	Acc18068.1	Acc09432.1		Acc24058.1	Acc17377.1	Acc29714.1	Acc20539.1	Acc04996.1	Acc33263.1	Acc33233.1	Acc23305.1	Acc12641.1	Acc00667.1		Acc17657.1	Acc32848.1	Acc01263.1	Acc03882.1
269	Acc30391.1	Acc20687.1	Acc07276.1	Acc02102.1	Acc19975.1		Acc28873.1				Acc21741.1	Acc26800.1	Acc17204.1		Acc24059.1	Acc04177.1	Acc18044.1	Acc23192.1	Acc05524.1	Acc00856.1	Acc27094.1	Acc00923.1	Acc26933.1	Acc10035.1		Acc23384.1	Acc07030.1	Acc01266.1	Acc04002.1
270	Acc32448.1	Acc25134.1	Acc21563.1	Acc00312.1	Acc28456.1		Acc07781.1				Acc26448.1	Acc18116.1	Acc19148.1		Acc03870.1	Acc15610.1	Acc21341.1	Acc24993.1	Acc05696.1	Acc10211.1	Acc02278.1	Acc09823.1	Acc30486.1	Acc10902.1		Acc13755.1	Acc07037.1	Acc01270.1	Acc04186.1
271	Acc27516.1	Acc02467.1	Acc26268.1	Acc22234.1	Acc31344.1		Acc30112.1				Acc00600.1	Acc15096.1	Acc27234.1		Acc13257.1	Acc20079.1	Acc01222.1	Acc00400.1	Acc06233.1	Acc10450.1	Acc04034.1	Acc20788.1	Acc00577.1	Acc22197.1		Acc21656.1	Acc05485.1	Acc01272.1	Acc04187.1
272	Acc03615.1	Acc03769.1	Acc21566.1	Acc26897.1	Acc00469.1		Acc32168.1				Acc09940.1	Acc26147.1	Acc21979.1		Acc11338.1	Acc07242.1	Acc20804.1	Acc05585.1	Acc06432.1	Acc13177.1	Acc06358.1	Acc23367.1	Acc01817.1	Acc24182.1		Acc05453.1	Acc02610.1	Acc01274.1	Acc04188.1
273	Acc27893.1		Acc26270.1	Acc26434.1	Acc09703.1		Acc10327.1				Acc14435.1	Acc04757.1	Acc26723.1		Acc22715.1	Acc16325.1	Acc25238.1	Acc06315.1	Acc08071.1	Acc22691.1	Acc18379.1	Acc25254.1	Acc03004.1	Acc29533.1		Acc08006.1	Acc02631.1	Acc01275.1	Acc04189.1
274	Acc14460.1		Acc04929.1	Acc09045.1	Acc17500.1		Acc21955.1				Acc32567.1	Acc06006.1	Acc06353.1		Acc10819.1	Acc28203.1	Acc19655.1	Acc13300.1	Acc08152.1	Acc23160.1	Acc21881.1	Acc29964.1	Acc03280.1	Acc12903.1		Acc18178.1	Acc06426.1	Acc01277.1	Acc04190.1
275	Acc32589.1		Acc11648.1	Acc10710.1	Acc19380.1		Acc28581.1				Acc04302.1	Acc23784.1	Acc01000.1		Acc10833.1	Acc13444.1	Acc31601.1	Acc18038.1	Acc08340.1	Acc00364.1	Acc29291.1	Acc29985.1	Acc20326.1	Acc17564.1		Acc29818.1	Acc09222.1	Acc01289.1	Acc04571.1
276	Acc06357.1		Acc11648.2	Acc24293.1	Acc33294.1		Acc21012.1				Acc07021.1	Acc30981.1	Acc25432.1		Acc12900.1	Acc22742.1	Acc04134.1	Acc23035.1	Acc09259.1	Acc00532.1	Acc21008.1	Acc12690.1	Acc07149.1	Acc02432.1		Acc30656.1	Acc13255.1	Acc01297.1	Acc04572.1
277	Acc03741.1		Acc23963.1	Acc09702.1	Acc01673.1		Acc06217.1				Acc19568.1	Acc21471.1	Acc26172.1		Acc04197.1	Acc16686.1	Acc27568.1	Acc29745.1	Acc13470.1	Acc06266.1	Acc20819.1	Acc17733.1	Acc10817.1	Acc07722.1		Acc01451.1	Acc14109.1	Acc01303.1	Acc04573.1
278	Acc16437.1		Acc18632.1	Acc20530.1	Acc02918.1		Acc08165.1				Acc27283.1	Acc25453.1	Acc30361.1		Acc08978.1	Acc28972.1	Acc01527.1	Acc30545.1	Acc14733.1	Acc09508.1	Acc23439.1	Acc30123.1	Acc15063.1	Acc13657.1		Acc02718.1	Acc32987.1	Acc01309.1	Acc04574.1
279	Acc27737.1		Acc01370.1		Acc00023.1		Acc24483.1				Acc28499.1	Acc33049.1	Acc32430.1		Acc12557.1	Acc28975.1	Acc02799.1	Acc06552.1	Acc14866.1	Acc10275.1	Acc25280.1	Acc32180.1	Acc15064.1	Acc13772.1		Acc09709.1	Acc03166.1	Acc01313.1	Acc04575.1
280	Acc30925.1		Acc03391.1		Acc13957.1		Acc27058.1				Acc31314.1	Acc13017.1	Acc16763.1		Acc14451.1	Acc06229.1	Acc14697.1	Acc15692.1	Acc16519.1	Acc13734.1	Acc15195.1	Acc12745.1	Acc24253.1	Acc16172.1		Acc00932.1	Acc05101.1	Acc01317.1	Acc04576.1
281	Acc26798.1		Acc06872.1		Acc07140.1		Acc21183.1				Acc31685.1	Acc23315.1	Acc27726.1		Acc15422.1	Acc08158.1	Acc25676.1	Acc20003.1	Acc17034.1	Acc15001.1	Acc19564.1	Acc17718.1	Acc26114.1	Acc20565.1		Acc09837.1	Acc06722.1	Acc01348.1	Acc04577.1
282	Acc21532.1		Acc13472.1		Acc07249.1		Acc14215.1				Acc33739.1	Acc04426.1	Acc28874.1		Acc22215.1	Acc29246.1	Acc07907.1	Acc20706.1	Acc18154.1	Acc16612.1	Acc22812.1	Acc22288.1	Acc30464.1	Acc20666.1		Acc02191.1	Acc09237.1	Acc01349.1	Acc04675.1
283	Acc26241.1		Acc20270.1		Acc16320.1		Acc32808.1				Acc04561.1	Acc22859.1	Acc02566.1		Acc22491.1	Acc01308.1	Acc10979.1	Acc21387.1	Acc19753.1	Acc17282.1	Acc33371.1	Acc26951.1	Acc32535.1	Acc22008.1		Acc03906.1	Acc11488.1	Acc01354.1	Acc04676.1
284	Acc21566.1		Acc22770.1		Acc17449.1		Acc19232.1				Acc07173.1	Acc27223.1	Acc03212.1		Acc32579.1	Acc02583.1	Acc05793.1	Acc27829.1	Acc20332.1	Acc19440.1	Acc00157.1	Acc24692.1	Acc06718.1	Acc25119.1		Acc28532.1	Acc12331.1	Acc01366.1	Acc04677.1
285	Acc26270.1		Acc28986.1		Acc04585.1		Acc13796.1				Acc09301.1	Acc13112.1	Acc00831.1		Acc02393.1	Acc07811.1	Acc30769.1	Acc31831.1	Acc20938.1	Acc25738.1	Acc01038.1	Acc25317.1	Acc21248.1	Acc26751.1		Acc30325.1	Acc13220.1	Acc01369.1	Acc04678.1
286	Acc04469.1		Acc29420.1		Acc11856.1		Acc19013.1				Acc10850.1	Acc23207.1	Acc10188.1		Acc14183.1	Acc11088.1	Acc08436.1	Acc01508.1	Acc21985.1	Acc26057.1	Acc04604.1	Acc01085.1	Acc28571.1	Acc32974.1		Acc25131.1	Acc17015.1	Acc01371.1	Acc04679.1
287	Acc11924.1		Acc01624.1		Acc11859.1		Acc26075.1				Acc11870.1	Acc00121.1	Acc23188.1		Acc00121.1	Acc15243.1	Acc16914.1	Acc02782.1	Acc23477.1	Acc26721.1	Acc05054.1	Acc04532.1	Acc01805.1	Acc05078.1		Acc06762.1	Acc20474.1	Acc01375.1	Acc04759.1
288	Acc11966.1		Acc02871.1		Acc23593.1		Acc15089.1				Acc11911.1	Acc04209.1	Acc29996.1		Acc13243.1	Acc19659.1	Acc21585.1	Acc03053.1	Acc24043.1	Acc31907.1	Acc05459.1	Acc23542.1	Acc02998.1	Acc08019.1		Acc21205.1	Acc21246.1	Acc01388.1	Acc04760.1
289	Acc14349.1		Acc27751.1		Acc21411.1		Acc23692.1				Acc11946.1	Acc07876.1	Acc32041.1		Acc23074.1	Acc20349.1	Acc26288.1	Acc05199.1	Acc24876.1	Acc09990.1	Acc07136.1	Acc28282.1	Acc08875.1	Acc24378.1		Acc20251.1	Acc24366.1	Acc01389.1	Acc04761.1
290	Acc32676.1		Acc05701.1		Acc23348.1		Acc26140.1				Acc12721.1	Acc11010.1	Acc15119.1		Acc08360.1	Acc25513.1	Acc09290.1	Acc06547.1	Acc25412.1	Acc18481.1	Acc09594.1	Acc21522.1	Acc01326.1	Acc10890.1		Acc09797.1	Acc04616.1	Acc01393.1	Acc04764.1
291	Acc07276.1		Acc21980.1		Acc24485.1						Acc13368.1	Acc15143.1	Acc26196.1		Acc13018.1	Acc31595.1	Acc17062.1	Acc10407.1	Acc25714.1	Acc21921.1	Acc09848.1	Acc26233.1	Acc02564.1	Acc11938.1		Acc23412.1	Acc17946.1	Acc01396.1	Acc05348.1
292	Acc07094.1		Acc26724.1		Acc27061.1						Acc15067.1	Acc25595.1	Acc02486.1		Acc00133.1	Acc02880.1	Acc17062.2	Acc14555.1	Acc25876.1	Acc22652.1	Acc10422.1	Acc30062.1	Acc03219.1	Acc11979.1		Acc11160.1	Acc04821.1	Acc01404.1	Acc05349.1
293	Acc10755.1		Acc14967.1		Acc24824.1						Acc22618.1	Acc15036.1	Acc09325.1		Acc08784.1	Acc04329.1	Acc33228.1	Acc15749.1	Acc26729.1	Acc26681.1	Acc10736.1	Acc32120.1	Acc20397.1	Acc12230.1		Acc06137.1	Acc21147.1	Acc01420.1	Acc05627.1
294	Acc14059.1		Acc30219.1		Acc24830.1						Acc22968.1	Acc17316.1	Acc17103.1		Acc00371.1	Acc14380.1	Acc00305.1	Acc18487.1	Acc28428.1	Acc28708.1	Acc10802.1	Acc19378.1	Acc10143.1	Acc14795.1		Acc31113.1	Acc23855.1	Acc01426.1	Acc05627.2
295	Acc28458.1		Acc05202.1		Acc10004.1						Acc23573.1	Acc26089.1	Acc20826.1		Acc06695.1	Acc15070.1	Acc23750.1	Acc19945.1	Acc29799.1	Acc29884.1	Acc12764.1	Acc33251.1	Acc19987.1	Acc16575.1		Acc01838.1	Acc05722.1	Acc01427.1	Acc05869.1
296	Acc32935.1		Acc05205.1		Acc14505.1						Acc24762.1	Acc28250.1	Acc25287.1		Acc21268.1	Acc18200.1	Acc29747.1	Acc21385.1	Acc30658.1	Acc06572.1	Acc12936.1	Acc01333.1	Acc23158.1	Acc20961.1		Acc03023.1	Acc30693.1	Acc01431.1	Acc06003.1
297	Acc02957.1		Acc24460.1		Acc18774.1						Acc27441.1	Acc09362.1	Acc01546.1		Acc12803.1	Acc26119.1	Acc14182.1	Acc24465.1	Acc30658.2	Acc21412.1	Acc13005.1	Acc01847.1	Acc22337.1	Acc25773.1		Acc14802.1	Acc01225.1	Acc01432.1	Acc06011.1
298	Acc08618.1		Acc20170.1		Acc22419.1						Acc28672.1	Acc17140.1	Acc02817.1		Acc14498.1	Acc27273.1	Acc21706.1	Acc00100.1	Acc31205.1	Acc04952.1	Acc16312.1	Acc03031.1	Acc27002.1	Acc30156.1		Acc16553.1	Acc02378.1	Acc01439.1	Acc06012.1
299	Acc16825.1		Acc08343.1		Acc07637.1						Acc29501.1	Acc13551.1	Acc19598.1		Acc14499.1	Acc33154.1	Acc12840.1	Acc01897.1	Acc31236.1	Acc23991.1	Acc17373.1	Acc05013.1	Acc27412.1	Acc31870.1		Acc31852.1	Acc04123.1	Acc01445.1	Acc06057.1
300	Acc09032.1		Acc19756.1		Acc13359.1						Acc30152.1	Acc18674.1	Acc05790.1		Acc08627.1	Acc01435.1	Acc17634.1	Acc01898.1	Acc31941.1	Acc01415.1	Acc17697.1	Acc11552.1	Acc09446.1	Acc32213.1		Acc03907.1	Acc04250.1	Acc01446.1	Acc06058.1
301	Acc10624.1		Acc05786.1		Acc15998.1						Acc32210.1	Acc07077.1	Acc30762.1		Acc16819.1	Acc03500.1	Acc27701.1	Acc03076.1	Acc14734.1	Acc02074.1	Acc22302.1	Acc12505.1	Acc17216.1	Acc00596.1		Acc09228.1	Acc11618.1	Acc01449.1	Acc06171.1
302	Acc27970.1		Acc18323.1		Acc22977.1						Acc06165.1	Acc09720.1	Acc14780.1		Acc02684.1	Acc08341.1	Acc30431.1	Acc08752.1	Acc25715.1	Acc02098.1	Acc23330.1	Acc14645.1	Acc13244.1	Acc01473.1		Acc17004.1	Acc12225.1	Acc01452.1	Acc06446.1
303	Acc01594.1		Acc18324.1		Acc22906.1						Acc08110.1	Acc10735.1	Acc25757.1		Acc22170.1	Acc16007.1	Acc32496.1	Acc09056.1	Acc31940.1	Acc02175.1	Acc23615.1	Acc20403.1	Acc23073.1	Acc02736.1		Acc23097.1	Acc15169.1	Acc01454.1	Acc06504.1
304	Acc02850.1		Acc30759.1		Acc01548.1						Acc08111.1	Acc14957.1	Acc16712.1		Acc17347.1	Acc19754.1	Acc21560.1	Acc10711.1	Acc18179.1	Acc02685.1	Acc25938.1	Acc20416.1	Acc18186.1	Acc05481.1		Acc13131.1	Acc15888.1	Acc01459.1	Acc06505.1
305	Acc09423.1		Acc31472.1		Acc02819.2						Acc11805.1	Acc17487.1	Acc09570.1		Acc06096.1	Acc19754.2	Acc01804.1	Acc10712.1	Acc21977.1	Acc03678.1	Acc30173.1	Acc22549.1	Acc29826.1	Acc08042.1		Acc24937.1	Acc19550.1	Acc01463.1	Acc06753.2
306	Acc17197.1		Acc01228.1		Acc28663.1						Acc14294.1	Acc26049.1	Acc17350.1		Acc06097.1	Acc28017.1	Acc02997.1	Acc10938.1	Acc26720.1	Acc07132.1	Acc02021.1	Acc24072.1	Acc27082.1	Acc09935.1		Acc24938.1	Acc22783.1	Acc01469.1	Acc06791.1
307	Acc18290.1		Acc10561.1		Acc29089.1						Acc14922.1	Acc12506.1	Acc05062.1		Acc31062.1	Acc10021.1	Acc08662.1	Acc10939.1	Acc29819.1	Acc07261.1	Acc05922.1	Acc25627.1	Acc06530.1	Acc13121.1		Acc00957.1	Acc24851.1	Acc01470.1	Acc06792.1
308	Acc21926.1		Acc20521.1		Acc01742.1						Acc28323.1	Acc29137.1	Acc09672.1		Acc03576.1	Acc14190.1	Acc16810.1	Acc24282.1	Acc00443.1	Acc08571.1	Acc07427.1	Acc28596.1	Acc06624.1	Acc16502.1		Acc04662.1	Acc25567.1	Acc01472.1	Acc06793.1
309	Acc26688.1		Acc25010.1		Acc02978.1						Acc32738.1	Acc10650.1	Acc12416.1		Acc09818.1	Acc22398.1	Acc03180.1	Acc06514.1	Acc01766.1	Acc08572.1	Acc07516.1	Acc29139.1	Acc07799.1	Acc23198.1		Acc06083.1	Acc27343.1	Acc01485.1	Acc06794.1
310	Acc29879.1		Acc09850.1		Acc08629.1						Acc04324.1	Acc22605.1	Acc15478.1		Acc27933.1	Acc32828.1	Acc08523.1	Acc14918.1	Acc01783.1	Acc10798.1	Acc11651.1	Acc31111.1	Acc08545.1	Acc07647.1		Acc11978.1	Acc28136.1	Acc01505.1	Acc06795.1
311	Acc22724.1		Acc12738.1		Acc16817.1						Acc09459.1	Acc29112.1	Acc17537.1		Acc00300.1	Acc01671.1	Acc12792.1	Acc14919.1	Acc02459.1	Acc14627.1	Acc12194.1	Acc14197.1	Acc10911.1	Acc09090.1		Acc00956.1	Acc28292.1	Acc01507.1	Acc06987.1
312	Acc28732.1		Acc13028.1		Acc00778.1						Acc12680.1	Acc29524.1	Acc22444.1		Acc07082.1	Acc02915.1	Acc10491.1	Acc18879.1	Acc03483.1	Acc16284.1	Acc19676.1	Acc21839.1	Acc11110.1	Acc14148.1		Acc22767.1	Acc28981.1	Acc01511.1	Acc07359.1
313	Acc29043.1		Acc17725.1		Acc10137.1						Acc15213.1	Acc12647.1	Acc29557.1		Acc07095.1	Acc03842.1	Acc06735.1	Acc19236.1	Acc04159.1	Acc24862.1	Acc24562.1	Acc24564.1	Acc15278.1	Acc14592.1		Acc05918.1	Acc29401.1	Acc01515.1	Acc07481.1
314	Acc24656.1		Acc26946.1		Acc29628.1						Acc17231.1	Acc14366.1	Acc22974.1		Acc07295.1	Acc24821.1	Acc21235.1	Acc20723.1	Acc04658.1	Acc27694.1	Acc30893.1	Acc26598.1	Acc21469.1	Acc16012.1		Acc01952.1	Acc30235.1	Acc01521.1	Acc07551.1
315	Acc03131.1		Acc29111.1		Acc00973.1						Acc17743.1	Acc17750.1	Acc25315.1		Acc07299.1	Acc27663.1	Acc30013.1	Acc20724.1	Acc05473.1	Acc28061.1	Acc31553.1	Acc27143.1	Acc24568.1	Acc25895.1		Acc07911.1	Acc31719.1	Acc01529.1	Acc08145.1
316	Acc27421.1		Acc05636.1		Acc10434.1						Acc19586.1	Acc22275.1	Acc10664.1		Acc08947.1	Acc02596.1	Acc32056.1	Acc25172.1	Acc05770.1	Acc30249.1	Acc09177.1	Acc33678.1	Acc25481.1	Acc33031.1		Acc10975.1	Acc32301.1	Acc01532.1	Acc08257.1
317	Acc13542.1		Acc30597.1		Acc04274.1						Acc22164.1	Acc22575.1	Acc20926.1		Acc10739.1	Acc03272.1	Acc12393.1	Acc33481.1	Acc05775.1	Acc32313.1	Acc19820.1	Acc11365.1	Acc27148.1	Acc00268.1		Acc22766.1	Acc33336.1	Acc01544.1	Acc08336.1
318	Acc17809.1		Acc05038.1		Acc00327.1						Acc22206.1	Acc26129.1	Acc24661.1		Acc10756.1	Acc04994.1	Acc29239.1	Acc01920.1	Acc06085.1	Acc13237.1	Acc20878.1	Acc28447.1	Acc09939.1	Acc02131.1		Acc27379.1	Acc00370.1	Acc01545.1	Acc08441.1
319	Acc21750.1		Acc24082.1		Acc06331.1						Acc27271.1	Acc26936.1	Acc25977.1		Acc11134.1	Acc11395.1	Acc12882.1	Acc03090.1	Acc06375.1	Acc23083.1	Acc25348.1	Acc04536.1	Acc12469.1	Acc08967.1		Acc08977.1	Acc24748.1	Acc01549.1	Acc08651.1
320	Acc26523.1		Acc00147.1		Acc08933.1						Acc28626.1	Acc30442.1	Acc27596.1		Acc11140.1	Acc12258.1	Acc17591.1	Acc05357.1	Acc07016.1	Acc30316.1	Acc33503.1	Acc05231.1	Acc14434.1	Acc24921.1		Acc22658.1	Acc12841.1	Acc01552.1	Acc08999.1
321	Acc06197.1		Acc07659.1		Acc11625.1						Acc31641.1	Acc32509.1	Acc33513.1		Acc11855.1	Acc13991.1	Acc16447.1	Acc07914.1	Acc07737.1	Acc32380.1	Acc09556.1	Acc23545.1	Acc17829.1	Acc07193.1		Acc28714.1	Acc12919.1	Acc01554.1	Acc09070.1
322	Acc08183.1		Acc08800.1		Acc12218.1						Acc06274.1	Acc10677.1	Acc06736.1		Acc12707.1	Acc20330.1	Acc22981.1	Acc08386.1	Acc08029.1	Acc07332.1	Acc13685.1	Acc24427.1	Acc22179.1	Acc09197.1		Acc12807.1	Acc17632.1	Acc01555.1	Acc09071.1
323	Acc30351.1		Acc10626.1		Acc14136.1						Acc19680.1	Acc09000.1	Acc21234.1		Acc19231.1	Acc24041.1	Acc05023.1	Acc08783.1	Acc08996.1	Acc11172.1	Acc18869.1	Acc02358.1	Acc22226.1	Acc10876.1		Acc05087.1	Acc21800.1	Acc01556.1	Acc09122.1
324	Acc32422.1		Acc16102.1		Acc31394.1						Acc00691.1	Acc30352.1	Acc15035.1		Acc00902.1	Acc01357.1	Acc24389.1	Acc13992.2	Acc09343.1	Acc24900.1	Acc02127.1	Acc04108.1	Acc29169.1	Acc19798.1		Acc02324.1	Acc22357.1	Acc01563.1	Acc09326.1
325	Acc29093.1		Acc18584.1		Acc33044.1						Acc03501.1	Acc04282.1	Acc06892.1		Acc02264.1	Acc02336.1	Acc21571.1	Acc16649.1	Acc09565.1	Acc07909.1	Acc15446.1	Acc29850.1	Acc22809.1	Acc14485.1		Acc04072.1	Acc26568.1	Acc01567.1	Acc09627.1
326	Acc29094.1		Acc19926.1		Acc09564.1						Acc08222.1	Acc09145.1	Acc21053.1		Acc02517.1	Acc02640.1	Acc26275.1	Acc22975.1	Acc11814.1	Acc10977.1	Acc19180.1	Acc01318.1	Acc27309.1	Acc22399.1		Acc05756.1	Acc27022.1	Acc01574.1	Acc09686.1
327	Acc29508.1		Acc20167.1		Acc17342.1						Acc10115.1	Acc30406.1	Acc06667.1		Acc04028.1	Acc04084.1	Acc15643.1	Acc25709.1	Acc12009.1	Acc09357.1	Acc22468.1	Acc02592.1	Acc33366.1	Acc29187.1		Acc14374.1	Acc01799.1	Acc01578.1	Acc09929.1
328	Acc29509.1		Acc33203.1		Acc06952.1						Acc12420.1	Acc32466.1	Acc14265.1		Acc05618.1	Acc28522.1	Acc20049.1	Acc28322.1	Acc12808.1	Acc09357.2	Acc22469.1	Acc03269.1	Acc12368.1	Acc32611.1		Acc14589.1	Acc02994.1	Acc01592.1	Acc10298.1
329	Acc09741.1		Acc02174.1		Acc07391.1						Acc13982.1	Acc15368.1	Acc32768.1		Acc05619.1	Acc31292.1	Acc01119.1	Acc30023.1	Acc13687.1	Acc09827.1	Acc24925.1	Acc20335.1	Acc14814.1	Acc01216.1		Acc18195.1	Acc05273.1	Acc01596.1	Acc10587.1
330	Acc22910.1		Acc03670.1		Acc14113.1						Acc14541.1	Acc20973.2	Acc11935.1		Acc08292.1	Acc12457.1	Acc05322.1	Acc31944.1	Acc13827.1	Acc14680.1	Acc24926.1	Acc33743.1	Acc16524.1	Acc10552.1		Acc21868.1	Acc24358.1	Acc01598.1	Acc10663.1
331	Acc07034.1		Acc14862.1		Acc21124.1						Acc18510.1	Acc22449.1	Acc27828.1		Acc09791.1	Acc15427.1	Acc10468.1	Acc32069.1	Acc14233.1	Acc15911.1	Acc13161.1	Acc26574.1	Acc25804.1	Acc12458.1		Acc28734.1	Acc00359.1	Acc01600.1	Acc11269.1
332	Acc15386.1		Acc15245.1		Acc21874.1						Acc24578.1	Acc08128.1	Acc10084.1		Acc10014.1	Acc22213.1	Acc24224.1	Acc05708.1	Acc14246.1	Acc15911.2	Acc17075.1	Acc13398.1	Acc28216.1	Acc19718.1		Acc29547.1	Acc01262.1	Acc01605.1	Acc11378.1
333	Acc28990.1		Acc18506.1		Acc26630.1						Acc27152.1	Acc07386.1	Acc11862.1		Acc13532.1	Acc22487.1	Acc17633.1	Acc06282.1	Acc14248.1	Acc16434.1	Acc06960.1	Acc22954.1	Acc31823.1	Acc21749.1		Acc30466.1	Acc10600.1	Acc01613.1	Acc11402.1
334	Acc29422.1		Acc24841.1		Acc32991.1						Acc28375.1	Acc20888.1	Acc07815.1		Acc13564.1	Acc29184.1	Acc22356.1	Acc14761.1	Acc14403.1	Acc17139.1	Acc06226.1	Acc01536.1	Acc01831.1	Acc24496.1		Acc30740.1	Acc22712.1	Acc01620.1	Acc11757.1
335	Acc00145.1		Acc25510.1		Acc14032.1						Acc29214.1	Acc25354.1	Acc05080.1		Acc14054.1	Acc27548.1	Acc27021.1	Acc16614.1	Acc14647.1	Acc20865.1	Acc08160.1	Acc02808.1	Acc18377.1	Acc27071.1		Acc32536.1	Acc11372.1	Acc01623.1	Acc11999.1
336	Acc00497.1		Acc25512.1		Acc20801.1						Acc29737.1	Acc07311.1	Acc21765.1		Acc14998.1	Acc29282.1	Acc00849.1	Acc25736.1	Acc15026.1	Acc23176.1	Acc29795.1	Acc03664.1	Acc29293.1	Acc29180.1		Acc32959.1	Acc07041.1	Acc01628.1	Acc11999.2
