,Read	HTSeq,HTSeq,HTSeq,HTSeq
,Actinidia32099.t1	72,97,68,179
,Actinidia32100.t1	2979,4129,3085,5577
,Actinidia32101.t1	5175,6425,4256,6178
,Actinidia32102.t1	980,1387,931,3959
,Actinidia32103.t1	173,404,237,87
,Actinidia32104.t1	805,1012,745,244
,Actinidia32105.t1	1313,1707,1197,752
,Actinidia32106.t1	917,1304,691,495
,Actinidia32107.t1	166,177,166,136
,Actinidia32108.t1	3861,4982,3693,1940
,Actinidia32109.t1	10633,14689,9801,369
,Actinidia32110.t1	204,457,181,104
,Actinidia32111.t3	7,6,3,9
,Actinidia32112.t1	2348,3220,2391,1698
,Actinidia32113.t1	1772,2121,1371,1031
,Actinidia32114.t1	471,691,436,201
,Actinidia32115.t1	6,0,5,2
,Actinidia32116.t1	6869,8363,6247,2748
,Actinidia32117.t1	8,13,64,0
,Actinidia32118.t1	7,21,38,0
,Actinidia32119.t1	2553,3448,2077,1496
,Actinidia32120.t1	19,25,11,11
,Actinidia32121.t2	1787,2428,1792,853
,Actinidia32122.t1	2228,3242,2825,2092
,Actinidia32123.t1	1777,2923,1967,1284
,Actinidia32124.t1	0,0,3,1
,Actinidia32125.t1	4793,6379,4567,1894
,Actinidia32126.t1	1700,3520,1953,1300
,Actinidia32127.t1	1111,1278,964,909
,Actinidia32128.t1	533,857,627,527
,Actinidia32129.t1	1284,1724,929,2417
,Actinidia32130.t1	1784,2125,1550,2127
,Actinidia32131.t1	2544,3343,2178,1469
,Actinidia32132.t1	1068,1656,941,618
,Actinidia32133.t1	471,613,424,321
,Actinidia32134.t1	1196,1738,1063,683
,Actinidia32135.t1	11,43,7,5
,Actinidia32136.t1	225,273,262,157
,Actinidia32137.t1	2519,3655,2555,2098
,Actinidia32138.t1	1442,2099,1195,1045
,Actinidia32139.t1	954,908,949,258
,Actinidia32140.t1	4697,6834,4038,13356
,Actinidia32141.t1	4922,7057,4707,3809
,Actinidia32142.t1	3841,5270,3463,2960
,Actinidia32143.t1	288,403,271,235
,Actinidia32144.t1	3223,3848,2486,2350
,Actinidia32145.t1	442,533,437,522
,Actinidia32146.t1	9273,12863,8223,5578
,Actinidia32147.t1	869,1172,625,853
,Actinidia32148.t1	5483,7512,4716,3421
,Actinidia32149.t1	2637,3108,2195,2360
,Actinidia32150.t1	80,95,76,62
,Actinidia32151.t1	122,162,136,118
,Actinidia32152.t1	1853,2414,1649,1270
,Actinidia32153.t1	1355,1517,1179,581
,Actinidia32154.t1	214,232,172,98
,Actinidia32155.t1	19,25,20,17
,Actinidia32156.t1	154,157,122,4
,Actinidia32157.t1	33,31,37,574
,Actinidia32158.t1	13,21,23,34
,Actinidia32159.t1	8,15,5,6
,Actinidia32160.t1	710,1043,622,592
,Actinidia32161.t1	547,785,557,412
,Actinidia32162.t1	4488,5587,4062,2681
,Actinidia32163.t1	3203,4519,3203,2516
,Actinidia32164.t1	6852,8343,5959,4628
,Actinidia32165.t1	815,1167,751,531
,Actinidia32166.t1	6541,8193,5190,4086
,Actinidia32167.t1	2627,3607,2450,2268
,Actinidia32168.t2	605,798,602,353
,Actinidia32169.t1	5505,6945,4778,4200
,Actinidia32170.t1	2185,3334,2184,1883
,Actinidia32171.t1	4959,7635,4154,3300
,Actinidia32172.t1	1584,2012,1456,1592
,Actinidia32173.t1	489,633,517,244
,Actinidia32174.t1	4786,6548,4304,3509
,Actinidia32175.t1	428,518,361,330
,Actinidia32176.t1	853,1239,828,1057
,Actinidia32177.t1	1007,1501,992,808
,Actinidia32178.t1	2541,3408,2194,3167
,Actinidia32179.t1	1286,1643,1143,829
,Actinidia32180.t1	365,509,307,268
,Actinidia32181.t1	425,474,352,242
,Actinidia32182.t1	1173,1524,990,426
,Actinidia32183.t1	4131,5988,3654,2774
,Actinidia32184.t1	217,504,316,73
,Actinidia32185.t1	13,18,19,1
,Actinidia32186.t1	2199,2812,2049,804
,Actinidia32187.t1	237,275,186,1
,Actinidia32188.t1	51,93,59,33
,Actinidia32189.t1	1435,2150,1409,778
,Actinidia32190.t1	1181,1307,802,689
,Actinidia32191.t1	674,799,546,342
,Actinidia32192.t1	2876,3937,2751,670
,Actinidia32193.t1	517,617,473,558
,Actinidia32194.t1	3776,5782,3539,5044
,Actinidia32195.t1	898,1208,934,573
,Actinidia32196.t2	2541,3213,1946,916
,Actinidia32197.t1	792,929,742,521
,Actinidia32198.t1	9,26,14,31
,Actinidia32199.t1	789,976,702,569
,Actinidia32200.t1	2845,3962,2483,3619
,Actinidia32201.t1	2184,3502,2131,2089
,Actinidia32202.t1	14,37,22,13
,Actinidia32203.t1	7754,10758,7556,1683
,Actinidia32204.t1	4808,6340,4495,5942
,Actinidia32205.t1	266,470,284,431
,Actinidia32206.t1	5980,8255,4922,4784
,Actinidia32207.t1	669,1069,532,465
,Actinidia32208.t1	3231,4594,2781,2337
,Actinidia32209.t1	401,503,389,279
,Actinidia32210.t1	4793,5947,4097,3211
,Actinidia32211.t1	0,0,0,0
,Actinidia32212.t1	40,42,28,13
,Actinidia32213.t1	273,356,247,191
,Actinidia32214.t1	669,1136,702,496
,Actinidia32215.t1	156,161,136,119
,Actinidia32216.t1	54,78,79,70
,Actinidia32217.t1	217,242,128,124
,Actinidia32218.t1	141,156,112,89
,Actinidia32219.t1	137,175,113,178
,Actinidia32220.t1	287,393,255,173
,Actinidia32221.t1	179,241,176,166
,Actinidia32222.t1	2341,3412,2286,1571
,Actinidia32223.t1	122,140,99,108
,Actinidia32224.t1	965,1376,936,734
,Actinidia32225.t1	31823,40738,26564,18040
,Actinidia32226.t1	1298,1593,1052,1287
,Actinidia32227.t1	931,1071,858,843
,Actinidia32228.t1	711,894,692,630
,Actinidia32229.t1	992,1500,838,870
,Actinidia32230.t1	499,726,531,400
,Actinidia32231.t1	1328,1828,1205,1287
,Actinidia32232.t1	2250,2850,1905,1261
,Actinidia32233.t1	1020,1440,986,395
,Actinidia32234.t1	1,2,1,0
,Actinidia32235.t1	11328,15825,10282,11327
,Actinidia32236.t1	4,2,0,0
,Actinidia32237.t1	0,2,1,1
,Actinidia32238.t1	432,466,410,272
,Actinidia32239.t1	2,4,6,1
,Actinidia32240.t1	93,113,101,78
,Actinidia32241.t1	421,541,334,223
,Actinidia32242.t1	7,21,2,4
,Actinidia32243.t1	4,4,3,10
,Actinidia32244.t1	120,139,88,105
,Actinidia32245.t1	8,28,8,39
,Actinidia32246.t1	1,3,0,0
,Actinidia32247.t1	137,198,107,78
,Actinidia32248.t1	104,151,66,65
,Actinidia32249.t1	654,977,657,445
,Actinidia32250.t1	417,605,402,321
,Actinidia32251.t1	428,605,359,152
,Actinidia32252.t1	197,277,234,315
,Actinidia32253.t1	9,7,3,12
,Actinidia32254.t1	5123,6402,4178,659
,Actinidia32255.t1	703,955,731,145
,Actinidia32256.t1	113,131,100,50
,Actinidia32257.t1	266,712,241,29
,Actinidia32258.t1	0,0,0,0
,Actinidia32259.t1	60,62,43,5
,Actinidia32260.t1	4608,6395,4421,3119
,Actinidia32261.t1	179,198,173,154
,Actinidia32262.t1	104,188,110,76
,Actinidia32263.t1	479,583,389,279
,Actinidia32264.t1	1,2,6,26
,Actinidia32265.t1	23,26,20,78
,Actinidia32266.t1	830,1087,866,549
,Actinidia32267.t1	1256,1535,1132,1041
,Actinidia32268.t1	4,2,3,1
,Actinidia32269.t1	1061,1434,958,1030
,Actinidia32270.t1	118046,149875,100606,92472
,Actinidia32271.t1	0,0,0,0
,Actinidia32272.t1	31,38,42,28
,Actinidia32273.t1	81,115,86,47
,Actinidia32274.t1	1554,2165,1469,982
,Actinidia32275.t1	183,291,176,479
,Actinidia32276.t1	27,27,20,67
,Actinidia32277.t1	921,1351,952,2986
,Actinidia32278.t1	137,206,103,137
,Actinidia32279.t1	154,225,147,176
,Actinidia32280.t1	872,1090,727,885
,Actinidia32281.t1	870,1193,786,589
,Actinidia32282.t1	959,1124,746,878
,Actinidia32283.t1	2563,3241,2036,2687
,Actinidia32284.t1	1771,2316,1745,2012
,Actinidia32285.t1	574,763,495,355
,Actinidia32286.t1	0,0,0,0
,Actinidia32287.t1	1,0,1,0
,Actinidia32288.t1	0,1,1,1
,Actinidia32289.t1	6,17,16,13
,Actinidia32290.t1	64,66,45,23
,Actinidia32291.t1	71,80,67,23
,Actinidia32292.t1	7,17,10,2
,Actinidia32293.t1	0,0,0,0
,Actinidia32294.t1	91,136,114,70
,Actinidia32295.t1	7098,9228,6483,3009
,Actinidia32296.t1	97,131,121,110
,Actinidia32297.t1	3125,3769,2509,3216
,Actinidia32298.t1	18,27,20,7
,Actinidia32299.t1	12900,16160,10366,10191
,Actinidia32300.t1	812,1024,769,558
,Actinidia32301.t1	55,123,62,40
,Actinidia32302.t1	32,41,32,31
,Actinidia32303.t1	1002,1141,738,665
,Actinidia32304.t1	285,349,251,118
,Actinidia32305.t1	0,0,0,0
,Actinidia32306.t1	0,0,0,0
,Actinidia32307.t1	0,0,0,0
,Actinidia32308.t1	0,0,0,0
,Actinidia32309.t1	44,23,20,20
,Actinidia32310.t1	6,10,2,9
,Actinidia32311.t1	0,0,0,0
,Actinidia32312.t1	0,0,0,0
,Actinidia32313.t1	706,729,665,110
,Actinidia32314.t1	77,89,58,12
,Actinidia32315.t1	607,665,531,159
,Actinidia32316.t1	446,564,409,307
,Actinidia32317.t1	15,12,5,8
,Actinidia32318.t1	84,119,103,72
,Actinidia32319.t1	1,8,13,0
,Actinidia32320.t1	95,142,74,46
,Actinidia32321.t1	4969,7157,4187,2902
,Actinidia32322.t1	7,3,9,7
,Actinidia32323.t1	249,308,202,189
,Actinidia32324.t1	5,1,3,0
,Actinidia32325.t1	1512,1881,1349,1364
,Actinidia32326.t1	275,387,298,924
,Actinidia32327.t2	399,515,287,118
,Actinidia32328.t1	0,0,0,0
,Actinidia32329.t1	24,48,17,47
,Actinidia32330.t1	8,2,0,227
,Actinidia32331.t1	0,0,1,42
,Actinidia32332.t1	569,928,405,5448
,Actinidia32333.t1	0,0,1,0
,Actinidia32334.t1	595,849,511,402
,Actinidia32335.t1	1290,1474,1123,849
,Actinidia32336.t3	1705,2445,1605,1536
,Actinidia32337.t1	0,0,0,0
,Actinidia32338.t2	2771,3566,2600,1626
,Actinidia32339.t1	759,1070,724,510
,Actinidia32340.t1	2736,3358,2403,1921
,Actinidia32341.t1	722,1235,633,473
,Actinidia32342.t1	2748,3808,2737,3621
,Actinidia32343.t1	787,979,670,423
,Actinidia32344.t1	575,671,550,343
,Actinidia32345.t1	1271,1864,1149,1067
,Actinidia32346.t1	20966,30262,19790,16666
,Actinidia32347.t1	158,211,121,219
,Actinidia32348.t1	0,0,0,0
,Actinidia32349.t1	0,0,0,0
,Actinidia32350.t1	3,0,1,0
,Actinidia32351.t1	2193,2433,1786,982
,Actinidia32352.t2	2594,3334,2134,2408
,Actinidia32353.t1	158,142,105,97
,Actinidia32354.t1	218,367,285,866
,Actinidia32355.t1	1050,1314,925,604
,Actinidia32356.t1	3088,3727,2846,3263
,Actinidia32357.t1	2008,2501,1803,2040
,Actinidia32358.t1	7088,9210,6831,5114
,Actinidia32359.t1	1919,2652,1507,1248
,Actinidia32360.t1	598,807,434,411
,Actinidia32361.t1	3954,4909,3209,1778
,Actinidia32362.t1	1581,2231,1594,265
,Actinidia32363.t1	17,20,19,9
,Actinidia32364.t1	860,1279,799,561
,Actinidia32365.t1	2736,3362,2388,3056
,Actinidia32366.t1	3264,4207,2802,1835
,Actinidia32367.t1	405,694,414,292
,Actinidia32368.t1	1347,1477,1092,614
,Actinidia32369.t1	16,22,13,32
,Actinidia32370.t1	49,20,24,11
,Actinidia32371.t1	78,92,74,25
,Actinidia32372.t1	161,239,117,101
,Actinidia32373.t1	145,137,119,21
,Actinidia32374.t1	0,2,1,0
,Actinidia32375.t1	12,8,5,9
,Actinidia32376.t1	5180,11262,5091,3138
,Actinidia32377.t1	875,1083,711,170
,Actinidia32378.t1	2031,2666,1876,2294
,Actinidia32379.t1	663,802,569,517
,Actinidia32380.t1	1292,1548,1076,1169
,Actinidia32381.t1	1,1,0,3
,Actinidia32382.t1	3156,4225,2945,1186
,Actinidia32383.t1	22798,30299,19922,11467
,Actinidia32384.t1	1649,1826,1409,1102
,Actinidia32385.t1	227,299,194,175
,Actinidia32386.t1	0,0,1,0
,Actinidia32387.t1	1,0,0,1
,Actinidia32388.t1	109,137,95,74
,Actinidia32389.t1	1,0,0,1
,Actinidia32390.t1	5,2,4,0
,Actinidia32391.t1	68,70,47,78
,Actinidia32392.t1	13,21,21,27
,Actinidia32393.t1	56,107,63,417
,Actinidia32394.t1	127,157,118,63
,Actinidia32395.t1	297,316,265,157
,Actinidia32396.t1	973,1329,933,679
,Actinidia32397.t1	17,38,33,31
,Actinidia32398.t1	304,409,291,246
,Actinidia32399.t1	73,76,50,62
,Actinidia32400.t1	12,16,10,15
,Actinidia32401.t1	21,20,14,42
,Actinidia32402.t1	645,796,554,413
,Actinidia32403.t1	25,42,14,29
,Actinidia32404.t1	803,1072,812,837
,Actinidia32405.t1	4,19,10,3
,Actinidia32406.t1	87,91,49,55
,Actinidia32407.t1	35,37,33,17
,Actinidia32408.t1	451,677,401,552
,Actinidia32409.t1	4,0,0,4
,Actinidia32410.t1	0,0,0,0
,Actinidia32411.t1	5862,8201,5586,4617
,Actinidia32412.t1	80,149,60,44
,Actinidia32413.t1	0,0,0,7
,Actinidia32414.t1	0,27,9,0
,Actinidia32415.t1	12,14,6,19
,Actinidia32416.t1	4640,6305,4165,2740
,Actinidia32417.t1	2777,3371,2226,2772
,Actinidia32418.t1	0,0,0,0
,Actinidia32419.t1	23,18,24,9
,Actinidia32420.t1	3,4,2,8
,Actinidia32421.t1	0,1,0,0
,Actinidia32422.t1	19239,23483,16054,12018
,Actinidia32423.t1	93,143,107,106
,Actinidia32424.t1	2140,1924,1371,1039
,Actinidia32425.t1	16,24,15,12
,Actinidia32426.t1	27,35,27,0
,Actinidia32427.t1	1650,1959,1390,855
,Actinidia32428.t1	1530,1825,1246,1536
,Actinidia32429.t1	222,283,265,180
,Actinidia32430.t1	540,747,449,277
,Actinidia32431.t1	471,632,386,361
,Actinidia32432.t1	0,2,0,1
,Actinidia32433.t1	20,28,12,3
,Actinidia32434.t1	0,0,0,0
,Actinidia32435.t1	24,43,21,16
,Actinidia32436.t1	4376,6078,4320,2866
,Actinidia32437.t1	299,392,219,743
,Actinidia32438.t1	2485,2820,1914,6746
,Actinidia32439.t1	3638,4108,2561,591
,Actinidia32440.t1	10,1,3,0
,Actinidia32441.t1	730,1314,614,196
,Actinidia32442.t1	259,289,225,65
,Actinidia32443.t1	593,660,454,343
,Actinidia32444.t1	751,956,662,252
,Actinidia32445.t1	2181,2837,1737,3127
,Actinidia32446.t1	758,956,643,626
,Actinidia32447.t1	3091,3726,2616,1969
,Actinidia32448.t1	41,79,56,6
,Actinidia32449.t1	1714,2312,1552,509
,Actinidia32450.t1	1250,2225,1232,1293
,Actinidia32451.t1	213,270,178,163
,Actinidia32452.t1	336,461,376,416
,Actinidia32453.t1	2,5,2,0
,Actinidia32454.t1	2,1,1,1
,Actinidia32455.t1	29,21,33,14
,Actinidia32456.t1	6,4,2,9
,Actinidia32457.t1	10,12,8,8
,Actinidia32458.t1	5,0,4,3
,Actinidia32459.t1	41,49,50,43
,Actinidia32460.t1	0,0,0,0
,Actinidia32461.t1	0,0,0,0
,Actinidia32462.t1	6124,7217,5074,4730
,Actinidia32463.t1	260,246,225,209
,Actinidia32464.t1	967,1355,765,999
,Actinidia32465.t1	0,6,0,1
,Actinidia32466.t1	2045,2923,1963,1317
,Actinidia32467.t1	9,20,8,2
,Actinidia32468.t1	196,266,208,86
,Actinidia32469.t1	16,13,15,10
,Actinidia32470.t1	1303,1776,1304,868
,Actinidia32471.t1	430,580,334,75
,Actinidia32472.t1	0,0,0,0
,Actinidia32473.t1	27,38,25,26
,Actinidia32474.t1	0,0,0,0
,Actinidia32475.t1	0,1,1,0
,Actinidia32476.t1	4714,7139,4772,2774
,Actinidia32477.t1	698,945,559,371
,Actinidia32478.t1	1257,2228,1247,764
,Actinidia32479.t1	47,138,76,92
,Actinidia32480.t1	474,1002,622,1254
,Actinidia32481.t1	1,2,1,0
,Actinidia32482.t1	6,20,7,0
,Actinidia32483.t1	86,101,89,1423
,Actinidia32484.t1	608,784,555,252
,Actinidia32485.t1	975,1208,916,712
,Actinidia32486.t1	1,0,0,4
,Actinidia32487.t1	1346,2199,1437,740
,Actinidia32488.t1	1170,1650,1136,1478
,Actinidia32489.t1	223,282,208,472
,Actinidia32490.t1	1029,1637,942,6194
,Actinidia32491.t1	548,763,427,392
,Actinidia32492.t1	73,127,70,11
,Actinidia32493.t1	1045,1129,720,490
,Actinidia32494.t1	0,0,0,0
,Actinidia32495.t1	13,28,23,10
,Actinidia32496.t1	0,0,0,0
,Actinidia32497.t1	13,26,25,18
,Actinidia32498.t1	22,35,10,38
,Actinidia32499.t1	17,20,11,0
,Actinidia32500.t1	234,321,192,144
,Actinidia32501.t1	4623,6936,4182,3012
,Actinidia32502.t1	2688,3711,2269,2277
,Actinidia32503.t1	194,224,196,127
,Actinidia32504.t1	1,2,3,0
,Actinidia32505.t1	0,0,0,0
,Actinidia32506.t1	643,891,533,315
,Actinidia32507.t1	150,206,67,120
,Actinidia32508.t1	440,549,451,460
,Actinidia32509.t2	5462,6174,4656,4218
,Actinidia32510.t1	0,0,0,0
,Actinidia32511.t1	1396,2065,1333,1212
,Actinidia32512.t1	900,1182,808,380
,Actinidia32513.t1	346,382,236,122
,Actinidia32514.t1	9769,12064,8154,4510
,Actinidia32515.t1	67,81,69,97
,Actinidia32516.t1	4165,4872,3454,2368
,Actinidia32517.t4	1390,1447,1065,660
,Actinidia32518.t1	801,1029,704,323
,Actinidia32519.t1	1676,2158,1555,1252
,Actinidia32520.t1	4907,7097,4254,1833
,Actinidia32521.t1	2102,2528,1675,1385
,Actinidia32522.t1	6,5,4,2
,Actinidia32523.t1	256,241,228,154
,Actinidia32524.t1	2572,3808,2410,1450
,Actinidia32525.t1	1144,1526,1100,773
,Actinidia32526.t1	576,912,500,418
,Actinidia32527.t1	2674,3173,2433,1806
,Actinidia32528.t1	3937,5047,3472,2609
,Actinidia32529.t2	2,21,16,19
,Actinidia32530.t1	1,1,1,0
,Actinidia32531.t1	8,6,7,1
,Actinidia32532.t1	375,460,289,215
,Actinidia32533.t2	452,478,364,275
,Actinidia32534.t1	5,2,0,11
,Actinidia32535.t1	10497,16324,10569,9096
,Actinidia32536.t1	34,48,61,91
,Actinidia32537.t1	429,550,403,168
,Actinidia32538.t1	19,18,9,2
,Actinidia32539.t1	26,36,36,11
,Actinidia32540.t4	1439,2002,1516,675
,Actinidia32541.t1	52,28,18,15
,Actinidia32542.t1	76,110,70,1558
,Actinidia32543.t1	721,1562,826,615
,Actinidia32544.t1	5727,8565,5479,5313
,Actinidia32545.t1	1,0,0,0
,Actinidia32546.t1	1426,1900,1581,3265
,Actinidia32547.t1	243,341,247,93
,Actinidia32548.t1	326,476,275,106
,Actinidia32549.t1	1629,2290,1301,1032
,Actinidia32550.t1	35,31,32,11
,Actinidia32551.t1	973,1193,875,453
,Actinidia32552.t1	7,16,13,1
,Actinidia32553.t1	158,163,133,208
,Actinidia32554.t1	6369,8090,5610,2929
,Actinidia32555.t1	533,888,418,246
,Actinidia32556.t1	358,395,388,267
,Actinidia32557.t1	60,83,81,68
,Actinidia32558.t1	12402,14647,9741,6861
,Actinidia32559.t1	195,229,161,52
,Actinidia32560.t1	1499,1718,1397,469
,Actinidia32561.t1	0,0,0,0
,Actinidia32562.t1	1982,2438,1829,533
,Actinidia32563.t1	10061,11558,9440,8823
,Actinidia32564.t1	437,495,365,218
,Actinidia32565.t1	590,724,540,251
,Actinidia32566.t1	985,1359,911,513
,Actinidia32567.t1	708,818,619,475
,Actinidia32568.t1	7275,9158,5984,4829
,Actinidia32569.t6	1916,2317,1386,1442
,Actinidia32570.t1	635,1050,638,597
,Actinidia32571.t1	1420,1975,1300,1419
,Actinidia32572.t2	1744,2247,1570,1668
,Actinidia32573.t1	61,77,60,82
,Actinidia32574.t1	15,36,35,37
,Actinidia32575.t1	65,60,53,30
,Actinidia32576.t1	710,903,734,466
,Actinidia32577.t1	93,88,40,76
,Actinidia32578.t1	428,574,440,326
,Actinidia32579.t1	1167,1747,1138,43
,Actinidia32580.t2	5,34,2,2
,Actinidia32581.t1	476,677,452,428
,Actinidia32582.t1	0,0,0,0
,Actinidia32583.t1	2388,2919,1922,1651
,Actinidia32584.t1	3497,4175,2946,2611
,Actinidia32585.t1	4392,5190,3777,392
,Actinidia32586.t1	111,180,122,116
,Actinidia32587.t1	0,0,0,0
,Actinidia32588.t1	5761,6851,4345,8376
,Actinidia32589.t1	6105,7418,5029,5473
,Actinidia32590.t1	11924,15525,9706,7220
,Actinidia32591.t1	3217,3799,2866,1044
,Actinidia32592.t1	0,14,4,8
,Actinidia32593.t1	0,0,0,0
,Actinidia32594.t1	588,1167,423,610
,Actinidia32595.t1	3735,4963,3338,3412
,Actinidia32596.t1	347,592,415,262
,Actinidia32597.t1	17,5,4,6
,Actinidia32598.t1	6556,9226,5738,3946
,Actinidia32599.t1	968,1163,893,691
,Actinidia32600.t1	4918,6509,4229,2836
,Actinidia32601.t1	2,0,1,1
,Actinidia32602.t1	601,835,596,41
,Actinidia32603.t1	83,90,43,18
,Actinidia32604.t1	3,9,8,5
,Actinidia32605.t1	1,0,0,0
,Actinidia32606.t1	330,463,209,241
,Actinidia32607.t1	3400,5989,3140,2544
,Actinidia32608.t1	60,151,59,78
,Actinidia32609.t1	2367,3420,2089,1689
,Actinidia32610.t1	930,1287,765,708
,Actinidia32611.t1	25,45,36,0
,Actinidia32612.t1	146,100,131,82
,Actinidia32613.t1	395,654,399,424
,Actinidia32614.t1	0,0,0,0
,Actinidia32615.t1	823,957,672,465
,Actinidia32616.t2	43,16,26,65
,Actinidia32617.t1	631,950,674,704
,Actinidia32618.t1	2640,3816,2366,3712
,Actinidia32619.t1	423,622,493,311
,Actinidia32620.t1	6,50,22,19
,Actinidia32621.t1	364,384,307,278
,Actinidia32622.t1	803,1133,763,1094
,Actinidia32623.t2	28476,38728,24970,23602
,Actinidia32624.t1	242,272,193,41
,Actinidia32625.t1	2905,4185,2820,1524
,Actinidia32626.t1	2,7,4,1
,Actinidia32627.t1	1501,1555,882,87
,Actinidia32628.t1	2982,4526,3176,1466
,Actinidia32629.t1	22,53,16,3
,Actinidia32630.t1	1041,1239,914,595
,Actinidia32631.t1	533,626,492,309
,Actinidia32632.t1	500,563,346,260
,Actinidia32633.t1	723,727,614,718
,Actinidia32634.t1	280,419,226,277
,Actinidia32635.t1	130,397,120,433
,Actinidia32636.t1	49,34,53,19
,Actinidia32637.t1	99,165,139,92
,Actinidia32638.t1	35,51,23,21
,Actinidia32639.t1	51,39,30,24
,Actinidia32640.t1	0,0,0,0
,Actinidia32641.t1	654,617,430,319
,Actinidia32642.t1	25,41,29,23
,Actinidia32643.t1	3039,3339,2248,1038
,Actinidia32644.t1	489,760,481,491
,Actinidia32645.t1	4549,6201,3859,3455
,Actinidia32646.t1	681,955,669,1020
,Actinidia32647.t1	2278,3014,2177,1038
,Actinidia32648.t1	2708,3534,2243,3529
,Actinidia32649.t1	370,559,355,280
,Actinidia32650.t1	1130,1208,918,702
,Actinidia32651.t1	100,113,80,100
,Actinidia32652.t1	168,209,176,160
,Actinidia32653.t1	2520,3047,2398,2069
,Actinidia32654.t1	1693,2084,1471,1104
,Actinidia32655.t1	5280,6452,4740,1698
,Actinidia32656.t1	1575,2456,1648,1383
,Actinidia32657.t1	680,1016,642,1846
,Actinidia32658.t1	11766,14883,10131,7547
,Actinidia32659.t1	109,149,66,69
,Actinidia32660.t1	7900,9647,7183,6068
,Actinidia32661.t1	89,115,74,95
,Actinidia32662.t1	3852,4741,3332,2452
,Actinidia32663.t1	758,996,615,538
,Actinidia32664.t1	2577,3456,2309,1559
,Actinidia32665.t1	14,23,16,14
,Actinidia32666.t1	36,27,28,16
,Actinidia32667.t1	9,8,17,0
,Actinidia32668.t1	24,32,24,0
,Actinidia32669.t1	3912,4664,3446,4402
,Actinidia32670.t1	2027,2453,1890,1057
,Actinidia32671.t1	54,78,58,1
,Actinidia32672.t1	107,95,90,1184
,Actinidia32673.t1	2242,3202,2240,1815
,Actinidia32674.t1	329,461,303,306
,Actinidia32675.t1	0,4,3,13
,Actinidia32676.t1	852,1332,891,751
,Actinidia32677.t1	4117,4971,3162,2520
,Actinidia32678.t1	795,1214,757,652
,Actinidia32679.t1	2482,3237,2368,1991
,Actinidia32680.t2	927,1289,933,578
,Actinidia32681.t1	316,452,301,114
,Actinidia32682.t1	1555,1973,1245,517
,Actinidia32683.t1	2097,2543,1663,1639
,Actinidia32684.t1	562,666,501,471
,Actinidia32685.t1	136,162,111,341
,Actinidia32686.t1	91,108,88,10
,Actinidia32687.t1	31,52,38,22
,Actinidia32688.t1	4,0,2,2
,Actinidia32689.t1	4821,6458,4262,4614
,Actinidia32690.t1	23,41,33,36
,Actinidia32691.t1	0,0,1,2
,Actinidia32692.t1	168,275,194,218
,Actinidia32693.t1	699,1000,617,468
,Actinidia32694.t1	1719,2428,1513,1119
,Actinidia32695.t1	4,17,4,0
,Actinidia32696.t1	0,0,0,0
,Actinidia32697.t1	18,26,15,71
,Actinidia32698.t1	43,40,20,2
,Actinidia32699.t2	537,781,530,377
,Actinidia32700.t1	1503,2272,1310,1155
,Actinidia32701.t1	1,1,3,0
,Actinidia32702.t1	1521,2119,1388,1715
,Actinidia32703.t1	630,847,497,788
,Actinidia32704.t2	1197,1644,1217,922
,Actinidia32705.t1	217,427,265,513
,Actinidia32706.t1	869,1304,847,1205
,Actinidia32707.t1	10431,12754,8322,6129
,Actinidia32708.t1	179,166,105,235
,Actinidia32709.t1	2040,2468,1827,1520
,Actinidia32710.t1	458,652,352,314
,Actinidia32711.t1	5968,7616,5186,3581
,Actinidia32712.t1	924,998,668,2490
,Actinidia32713.t1	3075,4037,2809,2096
,Actinidia32714.t1	76,126,96,13
,Actinidia32715.t1	2001,2803,1743,1556
,Actinidia32716.t1	7728,10323,7330,8886
,Actinidia32717.t1	1400,1705,1374,865
,Actinidia32718.t1	2082,2729,1839,3379
,Actinidia32719.t1	1,0,4,2
,Actinidia32720.t1	2536,3598,2285,2997
,Actinidia32721.t1	847,1380,910,403
,Actinidia32722.t1	194,279,206,183
,Actinidia32723.t1	1303,1647,1129,868
,Actinidia32724.t1	20,36,18,13
,Actinidia32725.t1	103,140,65,60
,Actinidia32726.t1	23,36,18,11
,Actinidia32727.t1	157,239,140,103
,Actinidia32728.t1	370,405,263,358
,Actinidia32729.t1	6,2,1,2
,Actinidia32730.t1	565,781,521,682
,Actinidia32731.t1	554,734,478,266
,Actinidia32732.t1	1,1,0,1
,Actinidia32733.t1	336,582,326,362
,Actinidia32734.t1	2012,2770,1247,1978
,Actinidia32735.t1	1636,2082,1691,1434
,Actinidia32736.t1	62,82,60,62
,Actinidia32737.t1	184,355,154,135
,Actinidia32738.t1	873,1255,743,434
,Actinidia32739.t1	434,575,503,401
,Actinidia32740.t1	3644,4932,3622,3341
,Actinidia32741.t1	822,1027,588,1242
,Actinidia32742.t1	1192,1307,929,1367
,Actinidia32743.t1	499,868,472,487
,Actinidia32744.t1	256,372,266,176
,Actinidia32745.t1	46,36,21,46
,Actinidia32746.t1	26,21,9,21
,Actinidia32747.t1	2,1,1,4
,Actinidia32748.t1	69,65,38,183
,Actinidia32749.t1	227,256,253,187
,Actinidia32750.t1	8,15,7,12
,Actinidia32751.t1	93,163,97,148
,Actinidia32752.t1	397,601,408,326
,Actinidia32753.t1	589,1862,786,376
